time,kanaaldijk_LAeq,tijnmuiden_LAeq,van_essenweg24_1_5mt_LAeq,van_essenweg2_5mtr_LAeq,van_essenweg2_1_5mtr_LAeq,van_essenweg24_5mtr_LAeq,zijkanaal_f_LAeq,zijkanaal_f_1_5mtr_LAeq,scharenburg_LAeq,haarlemmerweg_719_LAeq,teding_van_berkhout_LAeq,westpoortweg_2_LAeq,doblijn_LAeq,doblijn_LAeq,westpoortweg_1_LAeq,herwijk_LAeq,droompark_LAeq,foh_LAeq,kanaaldijk_LCeq,tijnmuiden_LCeq,van_essenweg24_1_5mt_LCeq,van_essenweg2_5mtr_LCeq,van_essenweg2_1_5mtr_LCeq,van_essenweg24_5mtr_LCeq,zijkanaal_f_LCeq,zijkanaal_f_1_5mtr_LCeq,scharenburg_LCeq,haarlemmerweg_719_LCeq,teding_van_berkhout_LCeq,westpoortweg_2_LCeq,doblijn_LCeq,westpoortweg_1_LCeq,herwijk_LCeq,droompark_LCeq,foh_LCeq
23:09,53.59,70.2,45.52,48.56,46.13,47.89,45.05,40.83,68.49,61.31,43.03,65.9,59.3,59.3,69.8,54.2,50.8,99.85,62.86,72.54,61.56,58.82,58.88,59.36,54.78,52.23,71.78,64.7,54.88,71.5,68.4,70.8,62,54,114.21
23:11,51.34,73.98,46.66,48.64,46.37,50.15,44.7,41.34,68.94,63.88,48.72,65.8,60.2,60.2,69.9,54.1,50.8,99.85,59.94,74.65,62.11,59.48,59.69,60.53,54.26,52.71,73.1,67.4,56.66,70.9,70.7,71,60.5,54.3,114.21
23:14,52.36,64.58,45.24,48.62,46.33,49.08,45.58,41.39,69.5,63.89,43.84,64,65.1,65.1,68.9,52.5,50.9,99.85,59.78,71.02,62.89,60.17,60.62,61.19,54.9,52.58,72.99,66.96,54.75,70.9,71.6,70,61.4,54.9,114.21
23:16,51.93,65.47,45.12,49.54,46.96,48.22,46.76,42.74,67.99,62.74,52.4,65.5,61,61,69,51.8,51,99.85,59.04,71.17,63.61,61.53,61.8,61.63,55.39,53.24,72.57,66.55,57.4,72.4,70.8,69.8,61.8,54.8,114.21
23:19,49.98,65.61,56.52,50.36,48.14,57.94,46.32,42.16,71.36,63,44.34,66.4,61.3,61.3,71.4,51.5,51.6,99.85,56.16,72.82,63.88,61.57,61.68,62.43,56.01,52.65,74.91,66.4,54.5,73.5,70.9,72.1,58.2,55.7,114.21
23:21,48.23,70.59,57.51,50.11,47.91,59.04,46,42.37,71.59,63.32,44.12,68,61.4,61.4,72.4,50.9,51.1,99.85,56.49,75.36,64.65,61.63,61.89,63.33,55.67,53.01,74.8,66.34,54.58,74,71.3,73,58.8,55.4,114.21
23:24,47.4,67.47,47.88,50.76,49.42,50.7,47.69,46.47,72.94,64.83,49.35,67.5,74.5,74.5,66.1,53.1,51.4,99.85,55.94,73.86,64.31,62.54,63.35,62.36,58.61,58.6,75.74,68.11,58.44,73.9,76,67.3,60.3,57.3,114.21
23:26,54.42,68.98,49.97,51.94,50.94,52.31,49.88,48.44,72.74,64.76,52.37,68.1,64.2,64.2,69,53,52.2,99.85,61.21,74.99,65.72,63.07,63.9,63.95,60.57,59.91,76.43,68.72,60.63,74.4,71,70,61.5,59.8,114.21
23:29,53.34,78.54,47.41,50,47.09,50.81,44.18,40.25,68.73,63.43,44.93,66.8,61.7,61.7,71.8,53.2,51.3,99.85,58.16,88.74,66.11,61.23,61.55,63.82,53.95,51.94,73.35,66.73,53.86,74.5,70,72.5,59.4,55.1,114.21
23:31,54.65,18.05,47.04,49.7,47.13,50.37,43.64,39.23,67.63,62.86,42.99,67,63.4,63.4,67.1,54.7,50.8,99.85,61.28,16.95,66.39,61.85,62.2,64.04,55.58,54.29,73.23,65.57,55.11,73.6,70.5,67.9,61.1,54.3,114.21
23:34,53.54,87.59,51.54,49.75,47.22,53.75,43.58,40.4,62.58,63.85,43.36,67.2,64.1,64.1,69.9,54.5,50.7,99.85,63.45,95.59,65.71,61.38,61.62,63.6,54.83,53.67,71.55,68.93,54.72,73.8,71.5,70.9,61,54.1,114.21
23:36,54.44,88.3,49.03,50.01,47.35,51.8,44.33,41.62,65.89,64.41,51.47,67.1,62.4,62.4,71.2,51.9,50.9,99.85,61.07,95.75,65.67,62.5,62.8,63.44,60.32,60.82,74.06,69.38,61.33,74,71.1,72.3,61.2,56.1,114.21
23:39,53,67.45,47.8,51.54,49.84,51.39,45.81,43.97,65.92,63.67,52.13,66.9,61.1,61.1,68.8,54.3,50.9,99.85,60.57,72.15,66.05,63.44,63.28,63.64,55.13,54.58,74.18,66.19,58.36,73.9,71.5,70.6,60.9,54.9,114.21
23:41,55.33,71.91,52.03,49.23,46.77,53.76,45.72,41.46,63.65,63.05,45.67,68.4,61,61,68.2,55.6,50.8,99.85,65.58,73.96,65.92,62.51,62.71,63.49,55.15,53.78,71.17,66.48,54.38,73.3,71.7,69.6,61.4,55.1,114.21
23:44,50.31,63.54,49.46,48.99,46.36,51.6,44.33,40.54,64.36,64.53,51.1,67,61.6,61.6,67.7,51.3,50.9,99.85,59.5,70.74,63.86,61.68,62.03,61.57,54.78,53.26,71.27,68.14,57.58,72.4,71.3,69.2,60.4,55.4,114.21
23:46,49.55,62.9,48.23,48.64,45.73,50.76,46.76,42.81,64.38,62.4,48.34,64.5,60.1,60.1,66.5,50.6,50.8,99.85,59.66,70.22,64.66,60.65,61.06,62.16,54.94,53.17,70.53,66.29,55.41,71.6,71.2,67.6,59,54.9,114.21
23:49,50.73,61.67,58.65,48.32,45.75,59.94,45.48,42.44,62.54,62.59,49.13,66.6,60.5,60.5,68.5,53.6,50.8,99.85,55.99,70.91,66.14,61.17,61.78,64.41,56.13,55.36,69.93,66.83,57.2,71.8,72.8,69.4,60.7,55.4,114.21
23:51,51.88,59.35,59.06,49.32,46.56,60.43,44.46,40.43,59.38,64.47,49.77,64.5,59.3,59.3,68.5,53.4,51.1,99.85,60.41,70.83,67.15,61.69,62.08,65.1,56.5,55.59,69.06,67.75,58.02,71.1,71.6,69.7,61,56.4,114.21
23:54,53.54,60.11,48.13,49.21,46.66,51.73,45.9,40.55,60.32,63.44,43.64,63,59.4,59.4,69.3,57,51.1,99.85,60.21,71.38,65.72,62.24,62.85,63.3,56.66,54.25,69.77,66.59,54.31,71.1,73.1,70,62.3,56.4,114.21
23:56,52,64.85,48.94,49.2,46.51,51.87,44.56,40.32,64.02,62.34,48.53,65.1,59.9,59.9,69,54.2,50.9,99.85,57.76,72.36,65.46,61.93,62.32,63.1,54.63,52.84,72.32,66.43,56.05,71.3,74.5,69.7,61.1,55.2,114.21
